               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.024548,           0.0089332,                   0,             0.65268,                 0.5,             0.50028,             0.35836,            0.040146,            0.017471,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.025303,           0.0095773,                   0,             0.62874,             0.53125,             0.54927,             0.39917,            0.038971,            0.015166,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.025377,           0.0097251,                   0,             0.64623,             0.53125,             0.55131,             0.39216,             0.03916,            0.015282,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.022386,           0.0084853,                   0,             0.59885,             0.65319,             0.53689,             0.37678,             0.03684,            0.015093,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.023917,            0.009002,                   0,             0.59088,             0.65625,             0.53383,             0.35044,            0.037793,            0.015722,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.024146,           0.0089764,                   0,             0.66543,             0.59375,             0.55698,             0.41158,            0.036437,            0.014965,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.021177,           0.0090129,                   0,             0.63745,             0.59375,             0.55474,             0.40059,            0.035942,            0.014909,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.022429,           0.0087852,                   0,             0.60371,               0.625,             0.56224,             0.38857,            0.037203,            0.015968,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.025809,           0.0098354,                   0,             0.56545,             0.53125,              0.4984,             0.36635,            0.035949,            0.016632,                   0,            0.004225,            0.004225,            0.004225
                 177,             0.02196,           0.0080775,                   0,             0.56705,             0.53125,             0.47886,             0.33823,            0.038931,            0.018768,                   0,            0.004192,            0.004192,            0.004192
                 178,             0.02363,           0.0086839,                   0,             0.61012,             0.59375,             0.52688,               0.367,            0.036684,             0.01769,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.021728,           0.0082026,                   0,              0.6029,             0.59375,             0.53281,             0.37335,            0.038447,            0.016464,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.022786,           0.0087599,                   0,             0.61454,             0.54832,             0.51453,             0.36151,            0.040217,            0.016496,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.023231,            0.008807,                   0,             0.59443,             0.54989,             0.53061,              0.3839,            0.041453,            0.017228,                   0,             0.00406,             0.00406,             0.00406
                 182,             0.02387,           0.0092945,                   0,             0.62816,             0.52803,             0.52346,             0.38372,            0.041055,            0.016751,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.023451,           0.0086295,                   0,             0.45383,             0.59375,             0.48023,             0.33519,            0.039933,            0.016674,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.022932,           0.0086768,                   0,             0.58205,             0.43529,              0.4612,             0.33676,            0.040845,            0.018852,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.021939,           0.0084744,                   0,             0.52674,             0.53125,             0.48061,             0.35965,            0.038575,            0.017196,                   0,            0.003928,            0.003928,            0.003928
                 186,             0.02212,           0.0082675,                   0,             0.52202,             0.59375,             0.50963,             0.35359,            0.039515,            0.016376,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.021328,           0.0084963,                   0,             0.57215,              0.5625,             0.49944,             0.36098,            0.040989,            0.017764,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.022187,           0.0084709,                   0,             0.64715,              0.5625,              0.4895,             0.36001,            0.041247,            0.017666,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.021065,           0.0092397,                   0,             0.70902,             0.53308,             0.49514,             0.36212,            0.038171,            0.017698,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.022981,           0.0096419,                   0,             0.68356,              0.5625,             0.50628,             0.37096,            0.036432,            0.016258,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.021576,           0.0083566,                   0,             0.70172,               0.625,             0.53819,             0.40465,            0.038158,            0.014543,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.022512,           0.0090897,                   0,             0.61475,             0.59852,             0.54591,             0.41587,            0.037071,            0.014213,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.022864,           0.0084401,                   0,             0.63182,             0.59375,             0.56546,             0.42004,             0.03797,            0.014958,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.023173,           0.0087934,                   0,             0.55868,              0.5625,             0.51799,             0.38857,            0.038411,            0.016542,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.021236,           0.0080571,                   0,             0.55383,             0.53125,             0.49405,             0.38156,            0.037958,            0.017482,                   0,            0.003598,            0.003598,            0.003598
                 196,             0.02097,           0.0086067,                   0,             0.58542,              0.4375,             0.47474,             0.34442,            0.040808,            0.018003,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.022075,           0.0082656,                   0,             0.50986,              0.5625,             0.49812,             0.37264,            0.039308,             0.01719,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.021452,           0.0081586,                   0,             0.57983,              0.5625,             0.51995,             0.39663,             0.03799,            0.015679,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.020635,           0.0091425,                   0,              0.6327,              0.5625,             0.53755,             0.40475,            0.038269,            0.014766,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.022273,           0.0084423,                   0,             0.61262,             0.54388,             0.56091,             0.41438,            0.038555,            0.014878,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.021213,           0.0077379,                   0,             0.61145,              0.5625,             0.52376,             0.39818,            0.038276,            0.016873,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.021217,           0.0081497,                   0,             0.54568,             0.53125,             0.49703,             0.37682,            0.041672,            0.019234,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.021674,           0.0081323,                   0,             0.54081,             0.53125,             0.50457,              0.3731,            0.041921,            0.018583,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.021842,           0.0086656,                   0,             0.54578,             0.53125,             0.51858,             0.37083,            0.039081,            0.017783,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.024321,           0.0090693,                   0,             0.57862,             0.59375,             0.55174,             0.41073,            0.037794,            0.015975,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.021309,            0.008154,                   0,             0.52623,              0.5625,              0.5373,              0.3879,            0.039817,            0.016766,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.020029,           0.0078859,                   0,             0.51843,             0.53125,             0.49808,             0.35585,             0.04006,            0.017251,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.021616,           0.0085512,                   0,             0.64384,             0.46875,             0.47991,             0.35692,             0.04063,            0.016749,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.021445,           0.0093844,                   0,             0.62279,              0.5625,             0.49517,             0.34071,            0.040374,            0.014874,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.021973,           0.0091753,                   0,             0.62046,             0.59375,             0.50634,             0.37284,            0.039033,            0.014793,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.022257,           0.0081966,                   0,              0.6074,             0.53125,             0.51028,             0.39586,            0.038983,            0.015998,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.021862,            0.007613,                   0,             0.57062,                 0.5,             0.48782,             0.37106,            0.039912,            0.017336,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.021926,           0.0084124,                   0,             0.52357,               0.625,             0.52091,             0.38028,            0.040167,            0.016397,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.021002,           0.0080641,                   0,              0.5035,              0.5625,             0.50455,             0.37688,            0.040853,            0.016652,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.021873,           0.0088894,                   0,             0.60179,                 0.5,             0.47067,             0.34097,            0.041085,              0.0183,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.021207,           0.0079878,                   0,             0.60097,                 0.5,             0.44654,             0.30635,            0.042401,            0.019589,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.020078,           0.0086535,                   0,             0.65068,              0.4375,             0.43898,             0.29506,            0.041762,            0.020418,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.019484,           0.0077274,                   0,             0.56471,             0.52715,             0.44307,             0.30529,              0.0414,            0.019842,                   0,            0.002839,            0.002839,            0.002839
                 219,             0.02078,           0.0083866,                   0,             0.57806,             0.55672,             0.47722,             0.33403,            0.041086,            0.018283,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.019814,           0.0080462,                   0,             0.54706,              0.5625,             0.50482,             0.35515,            0.040979,            0.017271,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.020957,           0.0084885,                   0,             0.60635,             0.59375,             0.52173,             0.37867,            0.041296,            0.016689,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.021565,            0.008741,                   0,              0.6349,              0.5625,             0.52133,             0.36828,            0.041172,            0.016417,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.020785,            0.007888,                   0,             0.65451,              0.5625,             0.52422,             0.35867,            0.040548,            0.016739,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.019388,           0.0080112,                   0,             0.62313,             0.53125,             0.50031,             0.33575,            0.040676,            0.017598,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.020072,           0.0077758,                   0,              0.6101,             0.46875,             0.46662,             0.32292,            0.040844,            0.018298,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.020872,           0.0090588,                   0,             0.67287,             0.46875,             0.45892,             0.32661,            0.040918,            0.017756,                   0,            0.002575,            0.002575,            0.002575
                 227,             0.01933,           0.0083253,                   0,             0.59108,              0.4375,             0.44852,             0.34894,            0.041837,            0.016943,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.019906,           0.0088048,                   0,             0.62022,             0.46875,             0.46735,             0.35141,            0.040546,            0.017338,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.019649,           0.0087813,                   0,             0.61106,             0.46875,             0.46522,             0.34506,            0.040707,            0.017877,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.018961,           0.0074108,                   0,             0.59257,             0.46875,             0.46566,             0.36772,            0.041018,            0.017734,                   0,            0.002443,            0.002443,            0.002443
                 231,             0.01924,           0.0079136,                   0,             0.60731,                 0.5,             0.47116,             0.37148,            0.042186,            0.017697,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.020246,           0.0083444,                   0,             0.60193,                 0.5,             0.48816,             0.37916,            0.041415,            0.016884,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.019857,            0.007757,                   0,             0.58748,             0.48981,             0.47195,             0.36098,            0.041103,            0.018156,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.020071,           0.0087719,                   0,             0.58879,             0.49242,             0.46207,             0.34851,            0.040296,            0.019264,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.017848,           0.0079639,                   0,              0.5728,              0.4375,              0.4417,             0.32498,            0.039526,            0.019686,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.019881,           0.0082849,                   0,             0.49491,                 0.5,             0.42579,             0.31391,            0.038975,             0.01974,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.018927,           0.0075342,                   0,              0.5481,              0.4375,             0.41956,             0.33452,            0.039888,            0.019031,                   0,            0.002212,            0.002212,            0.002212
